Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Exp_Time,Exp_Current,Exp_Voltage,Exp_Temperature,Exp_Cell_Type
94.0,2133.31,740.8000000000466,3.984,3.419,4814.344000000041,5768.34,9164.5,1014,11955.0,20.032889,4.0069203,25.766014,Fresh
95.0,2131.44,738.0,3.984,3.419,4808.311999999918,5768.31,9139.5,1013,11956.0,20.034586,4.0064697,25.693487,Fresh
96.0,2130.25,738.0,3.984,3.42,4803.511999999872,5768.31,9176.06,1012,11957.0000076294,20.046465,4.0063691,25.750755,Fresh
97.0,2128.62,739.1999999999534,3.984,3.42,4796.343999999808,5732.34,9152.97,1011,11957.9999923706,20.066828,4.0058684,25.701117,Fresh
98.0,2127.06,735.1999999999534,3.984,3.42,4796.343999999808,5732.34,9121.47,1010,11959.0,20.097373,4.0057683,25.819445,Fresh
99.0,2126.0,735.0,3.983,3.422,4789.175000000047,5732.38,9171.5,1009,11960.0,20.109252,4.0054679,25.804186,Fresh
100.0,2124.0,733.6000000000931,3.983,3.421,4781.943999999901,5732.34,9130.84,1008,11961.0,20.0821,4.0054679,25.781273,Fresh
101.0,2122.75,732.0,3.983,3.422,4778.375,5732.38,9152.38,1007,11962.0,20.060041,4.0051169,25.743103,Fresh
102.0,2121.41,732.0,3.983,3.423,4774.680999999866,5732.28,9159.94,1006,11963.0,20.087193,4.0052171,25.563717,Fresh
103.0,2120.06,732.0,3.983,3.422,4767.543999999994,5732.34,9143.84,1005,11963.9999923706,20.032889,4.004416,25.735474,Fresh
104.0,2118.69,730.3999999999069,3.983,3.423,4766.188000000082,5732.19,9108.88,1004,11965.0,20.097373,4.0043659,25.613331,Fresh
105.0,2118.19,730.3999999999069,3.983,3.423,4760.313000000082,5696.31,9139.06,1003,11966.0000076294,20.031191,4.0041151,25.594257,Fresh
106.0,2112.0,735.6000000000931,3.977,3.423,4760.313000000082,5646.75,9156.38,1002,11967.0,20.070223,4.004015,25.609516,Fresh
107.0,2112.88,727.2000000001863,3.98,3.424,4753.049999999814,5696.25,9139.88,1001,11968.0,20.048162,4.0034142,25.785112,Fresh
108.0,2125.19,727.25,3.996,3.753,4725.375,5698.38,9149.0,1000,11969.0,20.044768,4.0031133,25.624775,Fresh
109.0,203575.68,-196149.2740000002,4.271,3.248,71940.00399999972,83788.19,83788.19,999,11970.0,20.085496,4.0030632,25.762199,Fresh
110.0,2132.7,730.3999999999069,3.978,3.421,5062.752000000328,6022.75,9625.34,998,11971.0,20.01592,4.0028629,25.605701,Fresh
111.0,2131.01,732.0,3.978,3.422,4796.320000000298,5732.32,9253.85,997,11972.0000076294,20.043072,4.0029631,25.536989,Fresh
112.0,2128.96,732.0,3.978,3.422,4789.119999999646,5732.32,9221.47,996,11972.9999923706,20.078707,4.0024123,25.804186,Fresh
113.0,2126.78,732.0,3.978,3.423,4784.351000000257,5732.35,9207.84,995,11974.0,20.063434,4.0024123,25.735474,Fresh
114.0,2124.0,735.6000000000931,3.979,3.424,4778.319999999832,5732.32,9233.15,994,11975.0,20.07701,4.0020113,25.578976,Fresh
115.0,2112.0,735.6000000000931,3.979,3.424,4772.382999999914,5732.38,9228.67,993,11976.0,20.090586,4.0018611,25.586628,Fresh
116.0,2120.29,729.6000000000931,3.979,3.425,4766.352000000421,5696.35,9209.44,992,11977.0,20.027799,4.0017109,25.578976,Fresh
117.0,2118.11,729.6000000000931,3.98,3.425,4754.350999999791,5696.35,9222.98,991,11978.0,20.053252,4.0014105,25.785112,Fresh
118.0,2115.1,725.6000000000931,3.979,3.426,4745.858000000473,5696.26,9180.7,990,11979.0,20.078707,4.0007591,25.563717,Fresh
119.0,2112.74,723.6000000000931,3.98,3.427,4738.719999999739,5696.32,9175.33,989,11980.0,20.075313,4.0007091,25.769829,Fresh
120.0,2110.59,723.6000000000931,3.98,3.428,4731.552000000607,5696.35,9176.32,988,11981.0000076294,20.060041,4.0008092,25.651503,Fresh
121.0,2107.97,717.6000000000931,3.98,3.428,4724.257000000216,5660.26,9143.68,987,11981.9999923706,19.997254,4.0002584,25.720215,Fresh
122.0,2106.2,720.0,3.981,3.43,4717.158999999985,5660.36,9140.86,986,11983.0,20.085496,4.0000081,25.495005,Fresh
123.0,2104.25,720.0,3.981,3.43,4709.912000000011,5660.31,9152.28,985,11984.0,20.005736,3.9997575,25.800371,Fresh
124.0,2101.86,716.3999999999069,3.98,3.431,4702.743999999948,5660.34,9144.12,984,11985.0,20.109252,3.9997075,25.544619,Fresh
125.0,2099.36,710.3999999999069,3.98,3.432,4695.513000000268,5624.31,9138.72,983,11986.0,20.054951,3.9996574,25.865269,Fresh
126.0,2096.83,712.7999999998137,3.98,3.433,4688.344000000041,5624.34,9108.55,982,11987.0,20.054951,3.9994571,25.632429,Fresh
127.0,2095.03,708.7999999998137,3.98,3.433,4681.111999999732,5624.31,9136.16,981,11987.9999923706,20.068525,3.9990063,25.643873,Fresh
128.0,2093.44,708.0,3.98,3.434,4673.944000000134,5624.34,9109.95,980,11989.0,20.056646,3.9986055,25.636244,Fresh
129.0,2091.72,709.2000000001863,3.979,3.435,4666.743999999948,5624.34,9099.3,979,11990.0000076294,20.061738,3.9982548,25.662947,Fresh
130.0,2090.05,707.2000000001863,3.979,3.434,4664.359000000171,5624.36,9120.52,978,11991.0,20.031191,3.9983549,25.643873,Fresh
131.0,2087.88,705.6000000000931,3.979,3.435,4659.465000000317,5624.27,9075.81,977,11992.0,20.122828,3.9982548,25.701117,Fresh
132.0,2085.61,701.6000000000931,3.979,3.436,4652.344000000041,5588.34,9085.95,976,11993.0,20.046465,3.9980044,25.697302,Fresh
133.0,2095.22,703.2189999995753,3.994,3.767,4627.375,5600.38,9112.78,975,11994.0,20.105859,3.9975035,25.7164,Fresh
134.0,2093.47,705.6000000000931,3.978,3.757,4630.7440000004135,5588.34,9112.81,974,11995.0,20.01592,3.9972529,25.704931,Fresh
135.0,2089.97,704.0,3.978,3.436,4670.359499999788,5624.34,9098.34,973,11996.0000076294,20.051555,3.9972529,25.682043,Fresh
136.0,2086.75,704.3999999999069,3.978,3.437,4659.543000000529,5624.34,9080.34,972,11996.9999923706,20.056646,3.9966018,25.678228,Fresh
137.0,2084.06,702.3999999999069,3.978,3.438,4652.343999999575,5588.34,9074.25,971,11998.0,20.058344,3.9964015,25.682043,Fresh
138.0,2081.19,700.7999999998137,3.977,3.438,4645.112999999896,5588.31,9065.0,970,11999.0,20.060041,3.9963515,25.628614,Fresh
139.0,2078.75,696.7999999998137,3.977,3.439,4634.344000000507,5588.34,9047.0,969,12000.0,20.126225,3.996752,25.823259,Fresh
140.0,2076.41,696.7999999998137,3.976,3.439,4628.343999999575,5588.34,9003.78,968,12001.0,19.995557,3.996151,25.479746,Fresh
141.0,8.69,39.48636363586411,3.043,3.44,127.82899997010828,8.0,8.0,967,12002.0,20.102465,3.9959507,25.517916,Fresh
142.0,2075.22,697.2000000001863,3.977,3.434,4676.311999999918,5624.31,9065.47,966,12003.0,20.046465,3.9954498,25.865269,Fresh
143.0,2074.12,697.2000000001863,3.977,3.44,4616.344000000507,5552.34,9047.72,965,12004.0,20.041375,3.9951491,25.819445,Fresh
144.0,2071.41,693.6000000000931,3.976,3.44,4610.313000000082,5552.31,9021.38,964,12005.0000076294,20.087193,3.9950991,25.708771,Fresh
145.0,2069.31,696.0,3.976,3.442,4601.913000000175,5552.31,9020.34,963,12006.0,20.09907,3.9948988,25.842356,Fresh
146.0,2067.16,692.0,3.976,3.443,4598.405999999493,5552.41,9013.88,962,12007.0,20.056646,3.9946985,25.510286,Fresh
147.0,2065.81,690.0,3.976,3.442,4592.343999999575,5552.34,9000.78,961,12008.0,20.024404,3.994498,25.659132,Fresh
148.0,2064.47,690.0,3.976,3.443,4586.343000000343,5516.34,9015.62,960,12009.0,20.029496,3.993947,25.571346,Fresh
149.0,2063.19,690.3999999999069,3.976,3.443,4580.343000000343,5516.34,9018.41,959,12010.0,20.066828,3.993897,25.697302,Fresh
150.0,2061.94,690.3999999999069,3.975,3.444,4580.375,5516.38,8999.78,958,12011.0,20.058344,3.9936466,25.800371,Fresh
151.0,2059.88,687.0,3.975,3.444,4573.112999999896,5516.31,8998.41,957,12011.9999923706,20.056646,3.9936967,25.75457,Fresh
152.0,2059.0,688.7999999998137,3.975,3.444,4565.943000000436,5516.34,9012.22,956,12013.0,20.09398,3.9932458,25.659132,Fresh
153.0,2057.88,684.7999999998137,3.974,3.445,4562.343999999575,5516.34,9021.59,955,12014.0,20.070223,3.9930956,25.643873,Fresh
154.0,2056.31,685.2000000001863,3.975,3.445,4556.311999999918,5516.31,8999.62,954,12015.0,20.024404,3.9929452,25.72403,Fresh
155.0,2054.56,685.2000000001863,3.974,3.445,4551.512000000104,5516.31,8988.81,953,12016.0,20.092283,3.9919434,25.84617,Fresh
156.0,2053.25,685.6000000000931,3.974,3.446,4544.375,5480.38,9001.19,952,12017.0,20.0821,3.9923942,25.899601,Fresh
157.0,2063.31,684.0,3.989,3.776,4515.186999999918,5488.19,9074.56,951,12018.0,20.061738,3.9922941,25.662947,Fresh
158.0,2077.54,689.6000000000931,3.972,3.779,4479.520000000019,5444.32,9091.3,950,12019.0,20.07192,3.991693,25.601887,Fresh
159.0,2074.43,693.6000000000931,3.972,3.441,4616.384000000078,5552.38,9106.27,949,12020.0000076294,20.054951,3.9919937,25.731659,Fresh
160.0,2071.29,693.598000000231,3.971,3.441,4601.951999999583,5552.35,9081.63,948,12020.9999923706,20.097373,3.9917431,25.727844,Fresh
161.0,2069.18,693.6000000000931,3.972,3.442,4594.751999999862,5552.35,9111.97,947,12022.0,20.043072,3.991142,25.552273,Fresh
162.0,2065.76,689.6000000000931,3.972,3.442,4586.350999999791,5516.38,9048.77,946,12023.0,20.102465,3.9914927,25.769829,Fresh
163.0,2063.04,689.6000000000931,3.972,3.444,4574.351999999955,5516.35,9062.24,945,12024.0,20.046465,3.9907913,25.7164,Fresh
164.0,2060.41,689.6000000000931,3.972,3.443,4565.95100000035,5516.35,9090.91,944,12025.0,20.092283,3.9908917,25.804186,Fresh
165.0,2057.79,687.6000000000931,3.973,3.444,4558.657999999356,5480.26,9096.32,943,12026.0,20.09398,3.990541,25.891972,Fresh
166.0,2055.33,685.6000000000931,3.973,3.445,4550.351999999955,5480.35,9079.77,942,12026.9999923706,20.026102,3.990591,25.712585,Fresh
167.0,2051.59,681.6000000000931,3.973,3.445,4537.151000000071,5480.35,9064.45,941,12028.0,20.048162,3.9901402,25.685858,Fresh
168.0,2049.09,680.0,3.973,3.448,4529.95100000035,5480.35,9036.86,940,12029.0000076294,20.09398,3.9898899,25.735474,Fresh
169.0,2047.3,678.0,3.973,3.448,4522.6190000004135,5480.22,9032.41,939,12030.0,19.970102,3.9896393,25.72403,Fresh
170.0,2045.34,678.0,3.973,3.448,4515.513000000268,5444.31,9019.77,938,12031.0,20.065131,3.9893889,25.598072,Fresh
171.0,2043.42,678.3999999999069,3.973,3.448,4508.359000000171,5444.36,9008.81,937,12032.0,20.122828,3.9891384,25.739288,Fresh
172.0,2042.25,674.3937999997288,3.973,3.449,4502.342999999877,5444.34,9034.11,936,12033.0,20.058344,3.9892888,25.739288,Fresh
173.0,2039.58,672.7999999998137,3.973,3.449,4496.360000000335,5444.36,9044.27,935,12034.0,20.070223,3.9891384,25.758385,Fresh
174.0,2036.38,666.3999999999069,3.969,3.45,4486.712999999523,5444.31,9016.83,934,12035.0000076294,20.037979,3.9886875,25.445389,Fresh
175.0,2035.91,666.0,3.97,3.453,4472.282000000123,5408.28,9030.39,933,12035.9999923706,20.068525,3.9886875,25.876713,Fresh
176.0,2033.92,666.3999999999069,3.97,3.454,4472.358999999706,5408.36,8987.84,932,12037.0,20.061738,3.9877861,25.636244,Fresh
177.0,2032.72,662.3999999999069,3.97,3.454,4465.112999999896,5408.31,9016.7,931,12038.0,20.070223,3.9876356,25.701117,Fresh
178.0,2030.39,664.7999999998137,3.969,3.455,4460.328999999911,5408.33,8955.42,930,12039.0,20.09907,3.9875855,25.872898,Fresh
179.0,2029.08,664.7999999998137,3.969,3.454,4457.912000000011,5408.31,8956.98,929,12040.0,20.078707,3.9875855,25.788927,Fresh
180.0,2026.66,661.2000000001863,3.969,3.454,4454.25,5408.25,8946.56,928,12041.0,20.061738,3.9876356,25.605701,Fresh
181.0,2035.69,660.0,3.983,3.783,4417.375,5390.38,9011.53,927,12042.0,20.102465,3.9870846,25.792742,Fresh
182.0,2033.78,661.2000000001863,3.968,3.775,4421.943999999668,5372.34,8993.34,926,12043.0,20.051555,3.9870346,25.766014,Fresh
183.0,2031.5,661.2000000001863,3.968,3.457,4466.218999999575,5408.22,9008.22,925,12044.0000076294,20.073617,3.9869344,25.746941,Fresh
184.0,2027.88,661.6000000000931,3.967,3.456,4457.975000000093,5408.38,8962.78,924,12045.0,20.061738,3.9861331,25.693487,Fresh
185.0,2026.0,657.6000000000931,3.967,3.457,4450.774999999907,5408.38,8993.16,923,12046.0,20.070223,3.9863834,25.792742,Fresh
186.0,2022.16,654.0,3.966,3.458,4442.343000000343,5372.34,8969.12,922,12047.0,20.066828,3.9861331,25.575161,Fresh
187.0,2020.66,653.9689999995753,3.967,3.459,4430.343999999575,5372.34,8933.91,921,12048.0,20.022707,3.9858825,25.682043,Fresh
188.0,2018.81,654.3999999999069,3.967,3.46,4429.174999999814,5372.38,8945.19,920,12049.0,20.048162,3.9857323,25.838541,Fresh
189.0,2017.25,650.3999999999069,3.966,3.459,4421.943000000436,5372.34,8951.28,919,12050.0,20.039678,3.9858825,25.670599,Fresh
190.0,2015.34,652.7999999998137,3.966,3.46,4418.344000000507,5372.34,8913.84,918,12050.9999923706,20.056646,3.9852314,25.788927,Fresh
191.0,2013.66,652.7999999998137,3.966,3.46,4412.343999999575,5336.34,8938.59,917,12052.0,20.019313,3.9848807,25.81563,Fresh
192.0,2011.91,650.0,3.966,3.46,4407.513000000268,5336.31,8931.97,916,12053.0,20.109252,3.9851313,25.598072,Fresh
193.0,2010.44,649.2000000001863,3.966,3.461,4400.344000000507,5336.34,8953.06,915,12054.0,20.068525,3.9846804,25.689672,Fresh
194.0,2007.84,649.6000000000931,3.965,3.462,4393.299999999814,5336.5,8901.75,914,12055.0,20.036283,3.9847305,25.697302,Fresh
195.0,2006.97,645.6000000000931,3.965,3.462,4385.818999999668,5336.22,8935.78,913,12056.0,20.073617,3.9842296,25.834726,Fresh
196.0,2005.0,648.0,3.965,3.462,4382.375,5336.38,8908.25,912,12057.0,20.037979,3.9844801,25.590443,Fresh
197.0,2004.0,644.0,3.965,3.462,4378.74300000025,5300.34,8907.34,911,12058.0,20.0821,3.9836285,25.575161,Fresh
198.0,2003.44,644.0,3.965,3.463,4371.512000000104,5300.31,8912.56,910,12059.0000076294,20.051555,3.9838288,25.746941,Fresh
199.0,2001.41,646.3999999999069,3.964,3.462,4370.218000000343,5300.22,8896.12,909,12059.9999923706,20.133012,3.9837787,25.739288,Fresh
200.0,2000.5,644.3999999999069,3.964,3.463,4364.344000000507,5300.34,8920.81,908,12061.0,20.032889,3.9834282,25.865269,Fresh
201.0,1998.62,642.3999999999069,3.964,3.463,4357.143999999389,5300.34,8911.62,907,12062.0,20.058344,3.9830275,25.617146,Fresh
202.0,1997.5,644.7999999998137,3.964,3.464,4352.313000000082,5300.31,8917.88,906,12063.0,20.053252,3.9827268,25.788927,Fresh
203.0,1996.12,644.7999999998137,3.963,3.464,4349.975000000093,5300.38,8886.5,905,12064.0,20.039678,3.9830275,25.731659,Fresh
204.0,1991.38,638.0,3.962,3.464,4342.774999999907,5300.38,8893.31,904,12065.0,20.107555,3.9823263,25.834726,Fresh
205.0,2002.56,640.813000000082,3.977,3.79,4298.375,5264.38,8961.88,903,12065.9999923706,20.095678,3.9821758,25.830912,Fresh
207.0,2011.68,594.0,3.938,3.463,4738.720000000205,5732.32,9656.32,901,12067.0,20.053252,3.981725,25.563717,Fresh
208.0,2011.52,596.0,3.938,3.487,4342.720000000205,5300.32,9114.24,900,12068.0000076294,20.058344,3.9821258,25.678228,Fresh
209.0,2010.21,595.9980000001378,3.938,3.487,4342.719999999739,5300.32,9122.62,899,12069.0,20.080406,3.9814246,25.598072,Fresh
210.0,2008.16,596.0,3.938,3.488,4335.551000000443,5300.35,9113.21,898,12070.0,20.10077,3.9813244,25.697302,Fresh
211.0,2005.95,597.6000000000931,3.938,3.488,4328.38199999975,5264.38,9110.53,897,12071.0,20.036283,3.9813745,25.750755,Fresh
212.0,2003.17,597.6000000000931,3.939,3.488,4321.24899999937,5264.45,9066.3,896,12072.0,20.080406,3.9812241,25.659132,Fresh
213.0,2001.31,596.0,3.94,3.488,4313.921000000089,5264.32,9131.33,895,12073.0,20.066828,3.9810238,25.796556,Fresh
214.0,1997.7,593.6000000000931,3.939,3.489,4299.520000000019,5264.32,9081.06,894,12074.0000076294,20.048162,3.9805729,25.697302,Fresh
215.0,1997.05,594.0,3.941,3.49,4292.351999999955,5228.35,9084.99,893,12074.9999923706,20.044768,3.9805729,25.75457,Fresh
216.0,1994.37,591.2000000001863,3.941,3.489,4292.320999999996,5228.32,9099.56,892,12076.0,20.041375,3.9802725,25.750755,Fresh
217.0,1991.81,588.0,3.941,3.49,4280.38199999975,5228.38,9103.23,891,12077.0,20.01592,3.9805729,25.701117,Fresh
218.0,1988.86,586.0,3.941,3.491,4270.719999999739,5228.32,9073.93,890,12078.0,20.054951,3.9799218,25.685858,Fresh
219.0,1986.69,586.0,3.941,3.49,4263.543999999762,5192.34,9061.95,889,12079.0,20.061738,3.9798717,25.575161,Fresh
220.0,1983.78,584.0,3.94,3.493,4256.25,5192.25,9045.41,888,12080.0,20.024404,3.9795711,25.758385,Fresh
221.0,1981.53,584.0,3.94,3.492,4249.174999999814,5192.38,9030.45,887,12081.0,20.065131,3.9793708,25.567532,Fresh
222.0,1978.59,584.0,3.939,3.493,4238.311999999918,5192.31,9001.78,886,12082.0,20.046465,3.9788699,25.498819,Fresh
223.0,1976.12,581.9844999997877,3.939,3.493,4227.528000000399,5192.33,9011.75,885,12083.0000076294,20.036283,3.9790702,25.605701,Fresh
224.0,1973.77,579.2000000001863,3.938,3.494,4220.358999999706,5156.36,9003.66,884,12083.9999923706,20.012525,3.9790702,25.838541,Fresh
225.0,1971.2,581.6000000000931,3.938,3.494,4213.158999999985,5156.36,8952.27,883,12085.0,20.02101,3.97892,25.857615,Fresh
226.0,1969.83,580.0,3.937,3.494,4208.360000000335,5156.36,8969.67,882,12086.0,20.075313,3.9783189,25.712585,Fresh
227.0,1968.12,580.0,3.937,3.495,4205.975000000093,5156.38,8951.64,881,12087.0,20.066828,3.9779682,25.727844,Fresh
228.0,1966.56,576.0,3.937,3.495,4198.727999999654,5156.33,9008.61,880,12088.0,20.037979,3.9781687,25.827097,Fresh
229.0,1963.06,574.3999999999069,3.936,3.495,4196.313000000082,5156.31,8961.44,879,12089.0,20.046465,3.9779682,25.567532,Fresh
230.0,1969.66,576.0,3.95,3.801,4151.342999999877,5131.34,9031.69,878,12089.9999923706,20.060041,3.9777179,25.819445,Fresh
231.0,1969.75,574.3999999999069,3.935,3.794,4155.575000000186,5120.38,9006.12,877,12091.0,20.066828,3.977818,25.617146,Fresh
232.0,1966.59,576.0,3.935,3.496,4213.081999999937,5156.28,9017.81,876,12092.0000076294,20.051555,3.9779682,25.731659,Fresh
233.0,1956.0,574.0,3.935,3.496,4198.712999999989,5156.31,8965.03,875,12093.0,20.122828,3.9770668,25.613331,Fresh
234.0,1957.38,569.5999999996275,3.934,3.498,4177.14400000032,5120.34,8976.97,874,12094.0,20.065131,3.9769666,25.769829,Fresh
235.0,1944.0,569.5999999996275,3.934,3.499,4162.743999999948,5120.34,8921.41,873,12095.0,20.0821,3.9767661,25.743103,Fresh
236.0,1953.62,570.0,3.934,3.499,4162.713000000455,5120.31,8929.25,872,12096.0,20.075313,3.9763653,25.773643,Fresh
237.0,1953.19,570.0,3.934,3.499,4154.313000000082,5084.31,8953.5,871,12097.0,20.063434,3.9764657,25.704931,Fresh
238.0,1950.59,568.0,3.933,3.499,4154.343999999575,5084.34,8967.88,870,12098.0000076294,20.07192,3.976115,25.792742,Fresh
239.0,1950.88,570.0,3.933,3.499,4141.0180000001565,5084.22,8918.06,869,12098.9999923706,20.083797,3.976115,25.655317,Fresh
240.0,1949.94,570.0,3.933,3.498,4148.313000000082,5084.31,8934.88,868,12100.0,20.060041,3.9756141,25.876713,Fresh
241.0,1948.0,570.4000000003725,3.933,3.498,4141.111999999732,5084.31,8910.25,867,12101.0,20.078707,3.9757142,25.808001,Fresh
242.0,1946.22,568.0,3.933,3.499,4133.943999999203,5084.34,8915.28,866,12102.0,20.07701,3.9757643,25.636244,Fresh
243.0,1943.94,568.8310000002384,3.933,3.499,4133.944000000134,5084.34,8904.56,865,12103.0,20.095678,3.9751132,25.75457,Fresh
244.0,1943.19,564.7999999998137,3.933,3.5,4126.712000000291,5084.31,8959.62,864,12104.0,20.078707,3.9748127,25.601887,Fresh
245.0,1940.97,566.0,3.933,3.5,4119.543999999762,5048.34,8929.62,863,12105.0,20.065131,3.9754639,25.666784,Fresh
246.0,1939.5,566.0,3.933,3.5,4112.343000000343,5048.34,8920.75,862,12106.0,20.09907,3.9747124,25.708771,Fresh
247.0,1938.22,562.0,3.932,3.5,4105.111999999732,5048.31,8908.69,861,12107.0000076294,20.041375,3.9746623,25.678228,Fresh
248.0,1937.0,563.2206666665152,3.932,3.5,4105.1430000001565,5048.34,8912.31,860,12108.0,20.017615,3.9741614,25.819445,Fresh
249.0,1934.94,564.0103333331645,3.933,3.502,4097.819000000134,5048.22,8911.56,859,12109.0,20.022707,3.974462,25.849985,Fresh
250.0,1931.12,557.5999999996275,3.932,3.502,4090.7430000007153,5048.34,8884.59,858,12110.0,20.07192,3.9738109,25.762199,Fresh
251.0,1929.44,558.0,3.932,3.504,4076.313000000082,5012.31,8908.25,857,12111.0,20.065131,3.9739611,25.972128,Fresh
252.0,1927.38,556.0,3.932,3.504,4069.112999999896,5012.31,8900.31,856,12112.0,20.041375,3.9736605,25.617146,Fresh
253.0,1921.75,552.0,3.93,3.504,4061.912999999709,5012.31,8912.06,855,12113.0,20.104162,3.9733601,25.598072,Fresh
254.0,1931.38,558.0309999994934,3.945,3.806,4011.375,4984.38,8949.06,854,12113.9999923706,20.092283,3.97331,25.712585,Fresh
255.0,1933.12,554.0,3.931,3.801,4018.720000000671,4976.32,8906.37,853,12115.0,20.095678,3.972759,25.769829,Fresh
256.0,1929.66,556.0,3.931,3.505,4090.720000000671,5048.35,8914.78,852,12116.0,20.126225,3.9731095,25.586628,Fresh
257.0,1926.82,554.0,3.93,3.507,4083.5830000005662,5012.38,8894.3,851,12117.0,20.068525,3.9728591,25.670599,Fresh
258.0,1923.91,552.7999999998137,3.93,3.507,4069.120000000112,5012.32,8874.75,850,12118.0,20.075313,3.9725585,25.720215,Fresh
259.0,1921.09,550.0,3.929,3.507,4058.320000000298,5012.32,8874.18,849,12119.0,20.048162,3.972208,25.743103,Fresh
260.0,1921.09,555.2000000001863,3.929,3.507,4047.5509999990463,4976.35,8854.85,848,12120.0,20.049857,3.9724584,25.766014,Fresh
261.0,1912.67,546.0206666672602,3.928,3.507,4047.5520000001416,4976.35,8867.52,847,12121.0,20.061738,3.972208,25.720215,Fresh
262.0,1917.8,553.5999999996275,3.929,3.51,4018.752000000328,4976.35,8869.27,846,12122.0000076294,20.046465,3.9715066,25.792742,Fresh
263.0,1916.86,552.0,3.929,3.508,4040.3209999995306,4976.32,8862.37,845,12122.9999923706,20.092283,3.9718573,25.823259,Fresh
264.0,1908.0,549.5999999996275,3.929,3.507,4040.321000000462,4976.32,8871.17,844,12124.0,20.068525,3.971657,25.674414,Fresh
265.0,1914.49,550.0053333332762,3.929,3.507,4033.120000000112,4976.32,8866.76,843,12125.0,20.088889,3.9711561,25.624775,Fresh
266.0,1913.47,550.0,3.928,3.506,4025.9199999999255,4976.32,8869.28,842,12126.0,20.087193,3.9711061,25.746941,Fresh
267.0,1912.74,552.0,3.928,3.508,4025.927999999374,4976.33,8828.12,841,12127.0,20.044768,3.9707053,25.609516,Fresh
268.0,1911.88,552.0,3.928,3.507,4018.759000000544,4976.36,8878.73,840,12128.0,20.002344,3.9705048,25.720215,Fresh
269.0,1910.84,552.0,3.928,3.508,4011.5590000003576,4940.36,8887.69,839,12128.9999923706,20.105859,3.9703045,25.712585,Fresh
270.0,1909.25,548.0,3.928,3.508,4011.527999999933,4940.33,8834.75,838,12130.0,20.0821,3.9706552,25.830912,Fresh
271.0,1907.52,550.0,3.928,3.507,4004.3590000001714,4940.36,8818.97,837,12131.0000076294,20.070223,3.9707053,25.701117,Fresh
272.0,1906.38,550.0,3.928,3.508,3997.1749999998137,4940.38,8868.41,836,12132.0,20.10077,3.9699037,25.876713,Fresh
273.0,1905.83,550.0,3.929,3.508,3989.912999999709,4940.31,8847.14,835,12133.0,20.053252,3.9701543,25.8538,Fresh
274.0,1905.16,550.0,3.929,3.508,3989.958999998868,4940.36,8860.33,834,12134.0,20.017615,3.9697034,25.827097,Fresh
275.0,1904.0,546.4000000003725,3.929,3.509,3982.775000000373,4940.38,8885.66,833,12135.0,20.054951,3.9695032,25.869083,Fresh
276.0,1894.59,542.0,3.926,3.508,3980.327999999746,4940.33,8869.86,832,12136.0,20.107555,3.9699037,25.693487,Fresh
277.0,1893.12,542.0,3.926,3.512,3946.713000000456,4904.31,8816.06,831,12137.0000076294,20.02101,3.9689522,25.792742,Fresh
278.0,1906.34,547.188000000082,3.941,3.81,3912.969000000506,4886.0,8883.84,830,12137.9999923706,20.066828,3.9692526,25.7164,Fresh
279.0,1908.94,548.0,3.928,3.802,3932.344000000506,4904.34,8901.41,829,12139.0,20.09907,3.9684513,25.811815,Fresh
280.0,1906.12,546.0,3.928,3.508,3997.143999999389,4940.34,8863.47,828,12140.0,20.114342,3.9683509,25.827097,Fresh
281.0,1901.06,544.0,3.927,3.509,3989.9936000006273,4940.38,8886.62,827,12141.0,20.048162,3.9684012,25.964499,Fresh
282.0,1898.16,542.0,3.927,3.511,3968.343000000343,4904.34,8863.72,826,12142.0,20.037979,3.9681506,25.769829,Fresh
283.0,1893.78,540.0,3.926,3.511,3953.912999999709,4904.31,8839.25,825,12143.0,20.058344,3.9676998,25.922512,Fresh
284.0,1892.31,541.5999999996275,3.926,3.512,3946.743999999948,4904.34,8889.78,824,12144.0,20.046465,3.9677999,25.922512,Fresh
285.0,1889.41,538.0,3.926,3.513,3939.5439999997616,4868.34,8820.38,823,12145.0,20.041375,3.9676497,25.785112,Fresh
286.0,1889.16,538.0,3.927,3.514,3939.5439999997616,4868.34,8839.25,822,12146.0000076294,20.041375,3.9679003,25.811815,Fresh
287.0,1886.47,537.0,3.926,3.513,3932.311999999918,4868.31,8847.62,821,12147.0,20.041375,3.9672992,25.804186,Fresh
288.0,1885.81,540.0,3.927,3.513,3925.143000000157,4868.34,8822.5,820,12148.0,20.073617,3.9675996,25.624775,Fresh
289.0,1883.81,536.0,3.926,3.514,3925.1749999998137,4868.38,8826.34,819,12149.0,20.073617,3.9672992,25.52173,Fresh
290.0,1879.22,535.0,3.925,3.514,3917.912999999709,4868.31,8803.44,818,12150.0,20.066828,3.9667983,25.58279,Fresh
291.0,1879.09,534.4000000003725,3.926,3.515,3903.544000000693,4832.34,8825.72,817,12151.0,20.048162,3.9667983,25.842356,Fresh
292.0,1877.69,532.0,3.926,3.515,3903.4189999997616,4832.22,8814.88,816,12152.0,20.09907,3.966748,25.746941,Fresh
